Категория,Название,Полное название,Ссылка
Мочеполовая система и половые гормоны,Гексикон,Гексикон таблетки вагинальные 16мг №10,https://аптека-омск.рф/lek/geksikon-tabletki-vaginalnye-16-mg-no10
Мочеполовая система и половые гормоны,Фурагин,Фурагин таблетки 50мг №30,https://аптека-омск.рф/lek/furagin-tabletki-50mg-no30-0
Мочеполовая система и половые гормоны,Левофлоксацин,Левофлоксацин таблетки покрытые плёночной оболочкой 500мг №5,https://аптека-омск.рф/lek/levofloksacin-tabletki-ppo-500mg-no5
Мочеполовая система и половые гормоны,Левофлоксацин,Левофлоксацин таблетки покрытые плёночной оболочкой 500мг №5,https://аптека-омск.рф/lek/levofloksacin-tabletki-ppo-500mg-no5-0
Мочеполовая система и половые гормоны,Левофлоксацин,Левофлоксацин эколевид таблетки покрытые плёночной оболочкой 500мг №5,https://аптека-омск.рф/lek/levofloksacin-ekolevid-tabletki-ppo-500mg-no5
Мочеполовая система и половые гормоны,Гексикон,Гексикон суппозитории вагинальные 16мг №10,https://аптека-омск.рф/lek/geksikon-suppozitorii-vaginalnye-16-mg-no10
Кроветворение и кровь,Тромбо АСС,Тромбо АСС таблетки покрытые кишечнорастворимой плёночной оболочкой 50мг №28,https://аптека-омск.рф/lek/trombo-ass-tabletki-50mg-no28
Кроветворение и кровь,Ацетилсалициловая кислота,Ацетилсалициловая кислота Кардио таблетки покрытые кишечнорастворимой оболочкой 100мг №30,https://аптека-омск.рф/lek/acetilsalicilovaya-kislota-kardio-tab-po-plen-kishechnorastv-100mg-no30
Кроветворение и кровь,Тромбо АСС,Тромбо АСС таблетки покрытые кишечнорастворимой плёночной оболочкой 50мг №28,https://аптека-омск.рф/lek/trombo-ass-tabletki-50mg-no28-0
Кроветворение и кровь,Тромбо АСС,Тромбо АСС таблетки покрытые кишечнорастворимой плёночной оболочкой 100мг №28,https://аптека-омск.рф/lek/trombo-ass-tabletki-ppo-100mg-no28
Кроветворение и кровь,Натрия хлорид,Натрия хлорид растворитель для приготовления лекарственных форм для инъекций 0.9% ампулы 5мл №10,https://аптека-омск.рф/lek/natriya-khlorid-r-l-dprig-lek-form-din-09-5ml-amp-no10-0
Кроветворение и кровь,Ацетилсалициловая кислота кардио,Ацетилсалициловая кислота Кардио таблетки кишечнорастворимые покрытые плёночной оболочкой 50мг №30,https://аптека-омск.рф/lek/acetilsalicilovaya-kislota-kardio-tab-kishechnorast-pplen-ob-50mg-no30
Кроветворение и кровь,Тромбо АСС,Тромбо АСС таблетки покрытые кишечнорастворимой плёночной оболочкой 100мг №28,https://аптека-омск.рф/lek/trombo-ass-tabletki-ppo-100mg-no28-0
Кроветворение и кровь,Натрия хлорид,"Натрия хлорид раствор для инфузий 0,9% контейнер полимерный 250мл",https://аптека-омск.рф/lek/natriya-khlorid-09-250ml-konteyner-polimer-r-r-dinf
Кроветворение и кровь,Натрия хлорид,"Натрия хлорид-Солофарм раствор для инфузий 0,9% флакон 200мл",https://аптека-омск.рф/lek/natriya-khlorid-solofarm-09-200ml-r-r-dinf-poliflak-domus
Кроветворение и кровь,Ацетилсалициловая кислота,Ацетилсалициловая кислота Кардио таблетки кишечнорастворимые покрытые плёночной оболочкой 100мг №30 (отпуск 12шт),https://аптека-омск.рф/lek/acetilsalicilovaya-k-ta-kardio-tab-kishechnorast-pplen-ob-100mg-no30-otpusk-12sht
Кроветворение и кровь,Натрия хлорид,"Натрия хлорид-Солофарм раствор для инфузий 0,9% флакон 400мл",https://аптека-омск.рф/lek/natriya-khlorid-solofarm-09-400ml-r-r-dinf-poliflak-domus
Кроветворение и кровь,Глюкоза солофарм,Глюкоза солофарм раствор для инфузий 5% флакон 400мл (отпуск 20шт),https://аптека-омск.рф/lek/glyukoza-solofarm-r-r-dinf-5-400ml-fl-iu-otpusk-20sht
Кроветворение и кровь,Ацетилсалициловая кислота,Ацетилсалициловая кислота Кардио таблетки кишечнорастворимые покрытые плёночной оболочкой 100мг №30,https://аптека-омск.рф/lek/acetilsalicilovaya-kislota-kardio-tab-kishechnorast-pplen-ob-100mg-no30
Кроветворение и кровь,Этамзилат для инъекций,Этамзилат раствор для инъекций 125мг/мл ампулы 2мл №10,https://аптека-омск.рф/lek/etamzilat-r-r-dinek-125-mgml-amp-2-ml-kh10
Кроветворение и кровь,Аспирин Кардио,Аспирин Кардио таблетки покрытые кишечнорастворимой оболочкой 100мг №28,https://аптека-омск.рф/lek/aspirin-kardio-01-n28-tabl-pkishechoboloch
Кроветворение и кровь,Варфарин,"Варфарин канон таблетки 2,5мг банка №100",https://аптека-омск.рф/lek/varfarin-kanon-tabletki-25-mg-banka-no100
Кроветворение и кровь,Ацетилсалициловая кислота,Ацетилсалициловая кислота Кардио таблетки кишечнорастворимые покрытые плёночной оболочкой 100мг №60,https://аптека-омск.рф/lek/acetilsalicilovaya-k-ta-kardio-tab-kishechnorast-pplen-ob-100mg-no60
Кроветворение и кровь,Тромбо АСС,Тромбо АСС таблетки покрытые кишечнорастворимой плёночной оболочкой 50мг №100,https://аптека-омск.рф/lek/trombo-ass-tabletki-ppo-50mg-no100
Кроветворение и кровь,Тромбитал,Тромбитал таблетки покрытые плёночной оболочкой 75мг+15.2мг №30,https://аптека-омск.рф/lek/trombital-tabletki-ppo-75-mg152-mg-no30
